"","control1","control2","control3","benz1","benz2","benz3","chlorhex1","chlorhex2","chlorhex3","perox1","perox2","perox3","tric1","tric2","tric3"
"pyrE",8.85780110088684,8.8698678005658,9.11736043063561,9.36896557436917,9.06061247352554,9.15190150022569,8.81370808732025,8.8714744258905,8.78774406102627,9.20438072045492,10.1527169586403,10.5291465693881,10.3269722871713,10.041676744609,10.6414569098103
"phoU",13.1477500975123,12.5430311468377,11.0750300006735,13.0803298926156,13.6141622538644,12.244770449495,13.2914195634146,12.5070442262531,12.8912132486161,11.9346947350121,11.7355084151271,11.7938723782333,10.373262102213,10.8307671602522,11.1364329754259
"pstS",14.9553901226218,14.9290418109452,14.4344409993904,14.9580484419043,14.9953968775405,14.8262127489653,14.9914620304826,14.9553901226218,14.9580484419043,14.8107119756769,14.1425023615409,13.7378555063711,12.5669307385013,14.1428129378326,12.609938611203
"pstC",13.9777684502131,13.5800530953313,12.3950077267557,13.7775904821656,14.0296848544858,13.3081260490944,13.8860326851973,13.5933255733355,13.831795003183,13.1658226162402,12.1463795068348,11.8617313800115,10.6874141673945,11.6602487582631,10.748216472442
"pstA",13.7585407464781,13.2829687410603,11.3825188397971,13.5188662097938,13.8121341003462,12.764359264061,13.7111143671939,13.0266798785637,13.4589975529542,12.3594168831908,11.839516975499,11.6782166688208,10.6856529583521,10.9186213174393,10.5728611911383
"pstB",14.274178811696,13.9015836153643,12.6184208352707,14.1583070761766,14.403659717166,13.5528926585802,14.2746448765676,13.7143845727744,14.1441161335333,13.3812148880988,13.0364474897962,12.9943349585136,11.9680423231801,12.2499939769412,12.3678775968919
"bioP",8.71722961114256,8.62509924702669,9.05771786179143,8.76245233086134,8.21395597790359,8.99746350115938,8.76657490711487,8.93863313692921,8.47672516428641,9.1151760218725,9.58621842257225,9.3030243311605,9.80160162226607,10.608309120444,9.35865578558111
"argC",11.2060127372722,11.1071259640174,10.7995877633472,11.1061162315375,10.9733635562989,11.060313687473,11.2931380630869,11.3692313479301,11.0522808434559,11.0361800401828,10.6167155383169,10.4198584793506,9.01836042334955,10.2999959964745,9.83034615390025
"argH",10.7612683028415,10.441659082174,9.69421992657458,10.7356818648141,10.7056193096278,10.3691764121054,10.7657523060469,10.8196904468041,10.4881023532045,10.0986555652281,9.8684488587817,9.81956294168005,8.24976345005687,9.44127438509217,9.14938543912595
"argB",11.8557121002889,11.7320798879172,11.4193508401758,11.6562810303654,11.6780161920038,11.6295232088276,11.833507675074,11.7743184997276,11.774530908229,11.6904900618917,11.2848745733849,10.8298629372987,9.44088322361775,10.8279678220372,10.3863335523531
"aceA",10.9482667577815,10.3929654332491,10.2739504528123,11.34468818154,11.145277240155,10.7502036155613,11.1616938236305,10.6687399473816,10.6242222876417,8.78259455916172,9.17300455267632,9.37439385319898,8.04487610250538,8.61790903984549,8.75213738875324
"pgi",11.4204238388088,11.0302933721748,11.5888600350961,11.520025050575,11.6831312720144,11.4307986275435,11.2997081139701,11.2078924782871,11.0924115743513,11.3039681119894,12.3232020339281,12.5849128515029,12.54281575939,12.2207094824179,12.6717434482661
"pspG",8.87331326308367,8.86552640083679,9.04322091065395,9.76820943470589,9.72263554988558,9.47657302585473,8.81435048865129,9.06144437696887,8.76034381109346,9.16713533563765,9.28125977304852,9.28419991145758,9.02607020602701,10.1593568631148,10.6874853067812
"cadA",10.634210599261,10.6663862783929,11.2406162904398,10.5246467106134,10.4885631185169,10.526543818849,10.7613948801519,10.9352377808392,10.6736339940323,10.3179025392324,10.8392630934698,11.0347979745038,11.9486332656416,11.6584231667833,12.5904786174041
"cadB",10.0794635498219,9.95790463380527,10.4102303869967,10.6051464452408,10.4281214168173,10.3257402245756,10.3834986442353,10.189447002743,10.0895756286021,9.82229928682196,10.2577304509628,10.5780790391836,11.169595453197,11.21107454483,11.7401161389416
"pyrB",10.445344566548,10.4582539058041,11.1782809380825,11.0243166706888,10.3207801792359,11.4279545620054,10.3704031913306,10.6940340412529,10.4422445784196,11.2227463668705,11.8458490880764,12.0593965705595,11.9786068501968,12.1344208480968,11.8265622465679
"fdnH",8.22765993203755,8.50024213292491,8.94070165053487,9.66122731965297,10.0387487490518,9.79865545339315,8.58629221459138,9.08559109468117,8.96288031218962,8.33360179759993,8.51576765758902,8.25049719258809,8.37662562500063,9.06855056490974,8.58064475099114
"ydfZ",9.867976091599,9.58571429847159,9.70964583431262,9.1846941145531,10.1073816448495,9.54843257029029,10.0399734184246,10.10497095381,10.2376428729014,8.85347176913643,9.24001877536347,9.60554609651014,8.30528017824312,9.40202332790875,8.36857566738419
"deoA",11.5488036831566,11.1393353562498,11.0214970758247,11.0357690075631,10.8873448490443,10.6955834298598,11.3833803014826,11.0644940868946,11.2307057397067,10.8805666899186,10.5956378227982,10.2386097659884,9.76442638051035,10.6342615907306,10.0296996605574
"btsT",10.0315797824186,7.81039200759104,8.77672466262651,11.5592616537746,10.0556389348873,12.2112706795582,9.16891300235266,10.0548599977317,8.07757850382428,13.2338286795008,13.6003925165174,13.5554111083156,13.0075112653209,13.3403273703308,13.0195297808707
"efeU",9.28101072605354,9.73832140649565,10.4336920041889,9.75355687557731,9.4346194184772,10.1380437723511,9.30316899088841,9.48632228902389,9.06754261232696,10.5268961402293,11.5133761686471,11.877963526791,10.5012601027029,10.9372213242036,10.6654210152851
"ygiQ",8.96452068831601,8.46930089658203,7.84684875235289,9.54139304716869,9.57516910315333,8.83528204401562,8.9243340528009,8.7444607930158,8.57475139609149,8.19414030295456,8.08758764498065,8.5675296234538,9.95324878091122,8.36638236430485,10.0920651048629
"artJ",9.47698322229514,8.90713094843057,9.11851153658001,9.06956600397317,9.42045352537411,9.0119000300745,9.35929786133928,8.85871675893733,9.11304045576043,9.03383190076935,8.79341561574431,8.39026784792695,7.5770713744541,8.26291599420596,8.36195183250292
"yjiX",11.633011250719,11.5315417169948,11.7013297398068,11.7628866454379,11.5020085499039,12.1241643146698,11.6375445080781,11.6548120146821,11.4985810578512,12.5893850218012,12.8819658538783,12.9624595734728,12.8222376207119,12.7109419051287,12.3759516855056
"dsdX",10.6217740784456,10.26404599228,11.8260169724835,9.86738600576282,9.74679450978013,9.95643075538144,10.6299917803639,10.9041707964194,10.2367049975518,8.35947723229083,9.20981227687963,9.41736270591115,9.41689754353159,9.13950393956083,8.30276184847133
"csgD",9.62863074945419,9.1151715501796,9.13121057854813,8.97106448402897,8.99106724095637,8.9306996876766,9.52116892759918,9.73412222190672,9.5783828924529,9.12637785608734,8.75767222513829,8.63283412407881,6.76156410948444,8.68789807727977,8.11422466484177
