"","control1","control2","control3","benz1","benz2","benz3","chlorhex1","chlorhex2","chlorhex3","perox1","perox2","perox3","tric1","tric2","tric3"
"1759143_at",6.85217546873474,6.53362671713957,6.48036989993332,7.245797232117,6.6327523620103,6.6675128878071,7.24127919898011,7.46316366816496,7.14902140076899,6.69228097582136,6.70565177084048,7.19788831883884,6.52807346873415,6.66976537815275,7.28113226362056
"1759144_at",7.48402459561618,6.7958307287677,7.28222489552188,7.44785802394856,7.21771823618142,7.4651092437534,7.46449208089202,7.65793382788454,7.61842084232063,7.74706518860485,7.61936091231216,7.72178773766857,6.90843638190972,7.45254722148258,7.64157059916565
"1759145_at",6.01913096803851,6.36242809600619,6.1183006669426,5.99786806875222,5.87957688729187,5.75927905229512,6.03735877606728,5.99786806875222,6.24224109899556,6.01337225517685,5.83802700673613,6.08589511291495,6.14308616188598,5.81309973910547,6.34867449038334
"1759146_at",11.0022736093444,10.8313562841291,10.807511771406,11.1068397698881,11.0790248539001,11.0138060790731,11.0233360147196,10.9658537582342,10.8461479263704,10.9035851631809,10.8789722921797,10.8257199673734,10.6153260799231,11.2796555222447,10.7786949014428
"1759147_at",5.61593457991554,5.6728732901647,5.59517313189837,5.52046820516116,5.60779529314961,5.6136955629457,5.54073994929698,5.52267643935818,5.5424887767395,5.68079568379686,5.66559006527279,5.58914452298116,5.70287164713904,5.61679382693626,5.59697230072335
"1759148_s_at",5.85113616271989,5.92012728441623,5.79810095673512,5.77894337021882,5.92313726006177,5.956593029051,5.89376239909099,5.77939474686229,5.90171071287544,5.8085748254524,5.91807432257379,5.76348424093645,5.815576197294,5.83690604389794,5.73710493427846
"1759149_at",7.66705925910141,7.6288041802734,7.63978888586618,8.29174811861783,7.7334399124091,7.95309490147711,7.88019667967214,8.15581723490137,7.97039496993657,7.60927410000224,8.05589336931232,8.3961840012382,7.82462223242586,7.86439611093834,8.48771148087739
"1759150_at",7.4948067577811,7.17669395885527,7.35178896569441,8.04860583137512,7.11518021968019,7.20302755436423,7.58042352954471,8.27595104786558,7.89650080534525,7.53443939206001,7.21035632754177,7.96590531742671,7.23622942865692,7.34482068302639,8.13179313983853
"1759151_s_at",9.59445305741446,9.85706611499328,9.88055921137255,9.68068359452717,9.46724793290387,9.68282459945521,9.77023700555029,10.0458652393805,9.84881509514707,10.0592702011213,10.0879859587061,10.1357206808786,9.7705843920962,9.80331570382463,10.0170000036549
"1759152_at",9.95110676585525,9.37611394794441,9.82170103979464,10.136762374362,10.0974112451898,9.85072400072813,10.0870813224565,10.0787352889352,9.72153656404673,9.719546225452,10.0482254923842,10.1260648222168,8.47551305417921,10.217862284451,9.57231876327433
"1759153_s_at",6.62554801156259,6.51353144552055,6.36615721899523,6.84879874662959,6.38425149615234,6.38262164452386,6.64002541349781,6.97309707875373,6.75742380530121,6.43371781714556,6.59605571322544,6.68341841377806,6.60051397287364,6.47730704581622,6.71561280604329
"1759154_at",6.83348408405962,6.61930239709176,6.83348408405962,7.0241198899903,6.71926346771295,6.84496639036561,6.77218049801943,6.87082070915942,6.59624466049486,6.87805563978936,7.06253036155319,6.88966338264492,6.74793184679851,6.96196441609957,6.83348408405962
